Timestamp,Open,High,Low,Close,Volume
1770090300,300,665.9,281.8,453.85,238550
1770090420,459.45,469.2,423.45,433.05,69225
1770090540,437.15,444.9,375.75,375.75,48100
1770090660,371.05,382.1,359.6,359.6,65650
1770090780,363,391,350,383.5,48880
1770090900,379.75,433.2,372.15,411.45,47515
1770091020,413.5,422.6,378.5,392.45,30030
1770091140,389.8,418.75,388,404.05,26195
1770091260,403,407.5,380,397.05,29510
1770091380,397.45,426.6,384.7,426.6,24505
1770091500,417,427.55,397.1,404.6,18330
1770091620,403.6,419.05,399.55,410.2,7865
1770091740,403.3,426.4,392.85,424.25,9295
1770091860,417.1,440.35,411.3,439.1,11505
1770091980,439.1,451.1,424.65,444,28210
1770092100,444,490.55,434.25,481.75,18720
1770092220,485,500,416.4,420.5,17355
1770092340,419.35,420.4,398.8,405.95,12675
1770092460,402.9,412.7,378.8,395.55,10855
1770092580,400.95,440.1,400.95,440.1,10205
1770092700,440.1,440.3,419.7,432.75,5395
1770092820,432.05,451.9,422.35,451.75,5200
1770092940,448.8,476.45,448.8,458.55,5785
1770093060,454.15,464.9,442.2,451.9,8450
1770093180,447.9,467.15,439,466.4,4875
1770093300,474.3,502,470.6,491.4,8515
1770093420,487.95,534.3,487.95,499.75,4485
1770093540,490,492,480,489.15,1430
1770093660,495,522,495,505.35,2470
1770093780,510.9,510.9,489.1,490,1690
1770093900,487.05,487.05,431.3,434.75,4095
1770094020,428.25,433.55,412.65,420,6045
1770094140,413.2,416,405.4,405.4,3510
1770094260,406.2,407.1,395,399.1,4095
1770094380,399.75,405.55,384,391.95,3250
1770094500,390.65,397.55,375.3,383.25,7995
1770094620,380.25,394.8,377.35,389.2,5655
1770094740,389.15,405.4,383,405,6240
1770094860,410.95,410.95,369.7,379.95,6500
1770094980,377.5,378.9,346.4,357.55,6825
1770095100,356.95,362,348.5,361.7,4940
1770095220,364.85,366.75,350,360.4,7345
1770095340,360,367.15,349.95,358.5,7085
1770095460,357.75,376.55,351.8,372.85,5005
1770095580,370,375.75,355,371.4,7020
1770095700,368.55,381.4,364.75,368.6,3055
1770095820,368,412.2,368,410.1,8125
1770095940,399.5,412,398.05,405.55,4160
1770096060,404.1,421.65,399.7,418.35,5460
1770096180,416.7,424,393.5,397.75,4875
1770096300,388.75,390.05,365,383.15,4030
1770096420,382.9,390.5,380,380,715
1770096540,390.6,390.6,373.8,376.05,1625
1770096660,379.9,379.9,358.65,362.6,3250
1770096780,357.7,370,351,370,2405
1770096900,370.25,371.55,359.6,366.9,2145
1770097020,371,380,369.6,379.8,5005
1770097140,378.9,400.75,378.9,384.25,3315
1770097260,384.3,391.15,382.2,389.85,2470
1770097380,390.25,390.25,371.7,374.95,4355
1770097500,374.95,387.95,374.95,383.85,390
1770097620,373.9,373.9,366.4,372.85,780
1770097740,369,390.65,368.45,379.55,1040
1770097860,373.6,374,367.45,370.85,1430
1770097980,363.7,368.05,358.05,361.7,2860
1770098100,358.95,358.95,352.45,358.75,1560
1770098220,355,355,337.1,346.9,8385
1770098340,347.8,350,343.65,348.6,4225
1770098460,353.2,353.2,320.45,327.2,3120
1770098580,324.35,324.9,298.7,298.7,34580
1770098700,298.2,311.9,295,308.7,39845
1770098820,310.75,330.1,310.75,324.75,16315
1770098940,321.15,321.15,302.1,309.05,13000
1770099060,308.55,314,296,298.5,17745
1770099180,300.5,307.65,296.45,304.65,16835
1770099300,302.85,308.7,298.7,308.7,22425
1770099420,308.7,332,308.7,327,22360
1770099540,323.5,332.55,319.25,325.15,8905
1770099660,324.6,334,318.6,322.1,11700
1770099780,325.2,327,315.5,322.05,4030
1770099900,316.4,323.75,314,317.9,8710
1770100020,315.55,318,307,311.9,6825
1770100140,312.85,318.45,309.4,318,2015
1770100260,316.8,332.1,316.8,332.1,13065
1770100380,331.8,342.2,329.3,340.45,23270
1770100500,340.15,343.35,334.2,341.05,13195
1770100620,337.45,353.1,326.85,328.25,9100
1770100740,328.8,331.95,322.7,330.85,5980
1770100860,325.55,328.6,318,325.95,3835
1770100980,320.75,322.2,312.5,322.2,4485
1770101100,319.95,329.9,319.95,322.2,3445
1770101220,327.4,334.1,324.75,331.1,1820
1770101340,332.55,332.55,320.25,324.6,4095
1770101460,320.6,333,317.4,331,7995
1770101580,331.35,345,329.25,341.85,7085
1770101700,345.95,365,343.8,346.4,17745
1770101820,346.2,362,346.2,358,9945
1770101940,362.4,380.65,362.4,369,8970
1770102060,371.7,371.7,348.05,349.1,9165
1770102180,352,362.1,340.8,362.1,4095
1770102300,362.1,398.65,361.15,384.6,10660
1770102420,384.6,387.6,367.3,374.25,3510
1770102540,374.25,374.25,351.9,357,5200
1770102660,357,368.95,357,368.45,5135
1770102780,366.2,371.55,356.75,359.85,3900
1770102900,358.85,372.45,357.6,366.6,5590
