Timestamp,Open,High,Low,Close,Volume
1770090300,561.7,768.1,315.95,550.1,267995
1770090420,554.4,554.4,510.55,526.95,63960
1770090540,516.1,532.05,459.2,459.2,39520
1770090660,455.8,465.35,442.05,443.6,53885
1770090780,443.75,479.4,434.45,458.25,12090
1770090900,464.75,520.95,454.55,499.75,18785
1770091020,502.1,515.4,469.75,479.45,10725
1770091140,474.7,502.9,474.7,494.85,6565
1770091260,496.65,497.95,467.3,488.05,9685
1770091380,490.95,519.6,475.35,519.6,11050
1770091500,512.75,522.3,485.8,508.95,10270
1770091620,494.35,514,486.3,497.6,6825
1770091740,497.9,520,493.7,510.15,11765
1770091860,512.15,532.05,508.05,530.2,3965
1770091980,520.15,546.15,517.15,534.45,21190
1770092100,538,593.1,530.65,579.25,11050
1770092220,580.3,597.2,514.2,514.2,15925
1770092340,513.6,519.95,490,495.65,9945
1770092460,492.1,498.8,470.5,494.3,5395
1770092580,497.5,537.15,497.5,530.5,5265
1770092700,533.35,533.4,517,529.7,3445
1770092820,533.85,548.8,523.3,546,1625
1770092940,549,574.75,546.4,554,2015
1770093060,542.05,564.35,538.8,538.8,2275
1770093180,540,564.75,531.9,561.7,910
1770093300,575.05,599.35,566.75,583.95,3120
1770093420,623,623,594.85,599.9,3120
1770093540,583.65,591,573.4,578.35,650
1770093660,580.65,611.85,580.65,600,1625
1770093780,618.15,618.15,584.3,594,1300
1770093900,565.35,565.35,528.35,528.35,2925
1770094020,521.25,532.35,500,516.25,2730
1770094140,504.45,510.6,499,499,2080
1770094260,503.6,505.8,487.65,489,1495
1770094380,493.65,506.55,476.25,488.15,2925
1770094500,483.6,491,467.65,468.5,1365
1770094620,480.2,487.95,471.8,479,2860
1770094740,480.35,501.75,478.15,492,585
1770094860,499.7,499.7,465.35,473.3,2145
1770094980,473.35,473.35,439,453,3055
1770095100,453.65,456.95,440,456.95,4225
1770095220,460.6,460.6,446.2,454.55,1560
1770095340,460,460,445.65,450.2,1495
1770095460,451.45,468.15,444.25,468,3900
1770095580,465.4,466.45,450,464.95,2535
1770095700,467.85,475,460.4,463.3,845
1770095820,480,506.55,476.5,506.35,2210
1770095940,500,510.35,494.35,503.2,2730
1770096060,503.3,514.6,494.6,514.6,1040
1770096180,514,518.1,491.8,492.3,3055
1770096300,485.8,485.8,463.45,480.65,1820
1770096420,491.3,491.3,477.9,482.15,260
1770096540,482.2,486.95,469.65,469.65,715
1770096660,468.05,469,452.8,458.3,3380
1770096780,452,467.2,446.1,467.2,1235
1770096900,467.2,467.55,460.6,460.6,1300
1770097020,467,479.85,467,475.25,845
1770097140,477.35,498.65,477.2,482.2,2340
1770097260,482.2,487.8,480.25,487.8,455
1770097380,482.85,484.1,471.3,475,585
1770097500,466.35,483.2,466.35,483,585
1770097620,472.05,472.2,467.85,467.85,390
1770097740,464.5,488,464.5,472.05,910
1770097860,472.3,472.3,466.3,466.3,520
1770097980,460.15,460.15,456.5,456.5,195
1770098100,454.3,455.25,450,455.25,910
1770098220,451.85,454.15,431.45,443.4,3835
1770098340,443.4,448.1,441.05,446.45,3120
1770098460,448.3,448.3,416.5,419.8,3250
1770098580,419.8,419.8,394.65,398.6,8060
1770098700,392.7,405.75,390.05,400.45,2470
1770098820,407.2,424,407.2,418.85,2600
1770098940,420.2,420.2,396.35,396.35,845
1770099060,395,395,391.2,391.2,2210
1770099180,398.7,398.8,393.9,393.9,910
1770099300,399,402.8,394.85,399.9,715
1770099420,419.4,429.4,415.6,426.25,2275
1770099540,425.9,426.55,416.3,423.1,2080
1770099660,426.4,429.7,415.55,415.55,1755
1770099780,421.95,421.95,416,416.7,390
1770099900,420.25,420.25,412.15,418.25,2080
1770100020,411,415.2,407.65,411.05,2210
1770100140,410,418.95,402.2,415.15,1430
1770100260,414.7,423.75,414.7,418.95,1755
1770100380,426.65,440,426.65,440,2145
1770100500,436.2,439.2,431.7,436.15,5200
1770100620,439,452.85,428.25,428.25,2275
1770100740,428.45,430.35,422.3,428.9,2470
1770100860,426.75,426.75,414.8,424.8,1235
1770100980,418.95,418.95,409.45,416.8,650
1770101100,422,422.65,417.5,420.5,390
1770101220,420.5,432.85,420.5,430.3,1560
1770101340,429.55,429.55,419.5,419.5,390
1770101460,416.85,429.75,416.6,424.3,520
1770101580,431.85,442.85,429.6,442.85,520
1770101700,444.85,460.45,441,446.7,3575
1770101820,445.6,460.7,443.65,459.55,1560
1770101940,465,475,464.45,466.5,3445
1770102060,460.1,460.75,446.65,446.65,1105
1770102180,450.85,461.35,439.9,458.9,2990
1770102300,466.05,485.8,466.05,485.8,1235
1770102420,482.6,485.45,467,479,1105
1770102540,469.45,469.45,451.65,451.65,455
1770102660,456.45,467.45,456.45,466.5,260
1770102780,465,465,458,458,325
1770102900,455.75,462,455.75,462,130
1770103020,464.1,464.1,464.1,464.1,65
1770103140,462.15,468.4,462.15,468.4,1365
1770103260,470.85,472.7,469.1,469.1,260
1770103380,463.45,463.45,452.9,452.9,325
1770103500,450,463.7,444.75,463.7,1365
1770103620,464.05,471.65,461.8,468.05,1495
1770103740,459.2,463,459.2,463,130
1770103860,454.4,454.5,441.2,441.2,780
1770103980,463.75,463.75,455.4,455.4,650
1770104100,448.05,448.05,448.05,448.05,65
1770104220,448.45,462.1,448.45,459.35,325
1770104340,465.35,465.65,460.25,460.25,390
1770104460,465,468.4,465,468.4,195
1770104580,462.8,469.4,462.8,469.4,520
1770104700,460.55,466.55,455,466.55,1690
1770104820,466.55,466.55,466.55,466.55,0
1770104940,453.15,453.15,453.15,453.15,65
1770105060,465.1,472.95,464.9,464.9,585
1770105180,463.2,463.2,459.6,461.55,975
1770105300,472.95,499.25,472.95,492.35,4160
1770105420,499,517.25,484.25,484.95,1170
1770105540,480,493.95,480,490.35,585
1770105660,487.3,494.95,487.3,488.2,715
1770105780,491.35,502.7,482.6,502.5,845
1770105900,507.75,536.5,507.75,525.7,1430
1770106020,516.6,521.85,480,482.05,1560
1770106140,482.05,484.85,463,463,1430
1770106260,466.9,467.85,463.45,466.2,260
1770106380,454.75,454.75,438.05,443,3705
1770106500,443,447.6,428.3,428.3,2600
1770106620,431.1,448.35,428.3,440.6,2145
1770106740,442.7,466.15,442.7,461.95,4420
1770106860,454.05,455,437.85,447.1,2535
1770106980,450.9,450.9,440.75,443.4,325
1770107100,438.9,442.95,438.9,442.95,325
1770107220,447.85,483.55,447.85,483.55,3705
1770107340,477.2,499.5,476.7,499.5,1690
1770107460,497.55,497.55,476.25,476.25,3705
1770107580,475.75,475.75,475.75,475.75,65
1770107700,481.6,481.6,476.15,476.15,390
1770107820,468.85,476.15,468.85,469.65,260
1770107940,472.75,479.15,471.55,477.45,910
