Fetching data for NSE:DIXON-EQ from Dec 11, 2025 to Jan 31, 2026...
Fetching 2025-12-11 to 2025-12-31...
  Fetched 1750 candles.
Fetching 2026-01-01 to 2026-01-31...
  Fetched 2500 candles.
Total Fetched Candles: 4250

--- TRADES ---
ID    | Time                 | Action          | Price      | PnL        | Notes
15    | 2025-12-16 09:15:00  | ENTER SHORT     | 13670.00   | 0.00       | Fresh Entry (Close 13670 < VWAP 13674.67)
15    | 2025-12-16 09:18:00  | EXIT (Reversal) | 13708.00   | -38.00     | Reversed to LONG
16    | 2025-12-16 09:18:00  | ENTER LONG      | 13708.00   | 0.00       | Reversal Entry (Close 13708 > VWAP 13683.52)
16    | 2025-12-16 09:30:00  | EXIT (Reversal) | 13731.00   | 23.00      | Reversed to SHORT
17    | 2025-12-16 09:30:00  | ENTER SHORT     | 13731.00   | 0.00       | Reversal Entry (Close 13731 < VWAP 13735.83)
17    | 2025-12-16 09:36:00  | EXIT (SL)       | 13770.00   | -39.00     | SL Hit (Close 13770 >= SL 13758.00)
18    | 2025-12-16 09:36:00  | ENTER LONG      | 13770.00   | 0.00       | SL Reversal Entry
18    | 2025-12-16 09:42:00  | EXIT (Reversal) | 13724.00   | -46.00     | Reversed to SHORT
19    | 2025-12-16 09:42:00  | ENTER SHORT     | 13724.00   | 0.00       | Reversal Entry (Close 13724 < VWAP 13736.82)
19    | 2025-12-16 12:09:00  | EXIT (SL)       | 13690.00   | 34.00      | SL Hit (Close 13690 >= SL 13671.37)
20    | 2025-12-16 12:09:00  | ENTER LONG      | 13690.00   | 0.00       | SL Reversal Entry
20    | 2025-12-16 12:36:00  | EXIT (SL)       | 13671.00   | -19.00     | SL Hit (Close 13671 <= SL 13673.27)
21    | 2025-12-16 12:36:00  | ENTER SHORT     | 13671.00   | 0.00       | SL Reversal Entry
21    | 2025-12-16 12:39:00  | EXIT (Reversal) | 13677.00   | -6.00      | Reversed to LONG
22    | 2025-12-16 12:39:00  | ENTER LONG      | 13677.00   | 0.00       | Reversal Entry (Close 13677 > VWAP 13673.29)
22    | 2025-12-16 12:42:00  | EXIT (Reversal) | 13666.00   | -11.00     | Reversed to SHORT
23    | 2025-12-16 12:42:00  | ENTER SHORT     | 13666.00   | 0.00       | Reversal Entry (Close 13666 < VWAP 13673.27)
23    | 2025-12-16 12:51:00  | EXIT (Reversal) | 13677.00   | -11.00     | Reversed to LONG
24    | 2025-12-16 12:51:00  | ENTER LONG      | 13677.00   | 0.00       | Reversal Entry (Close 13677 > VWAP 13673.18)
24    | 2025-12-16 12:54:00  | EXIT (Reversal) | 13670.00   | -7.00      | Reversed to SHORT
25    | 2025-12-16 12:54:00  | ENTER SHORT     | 13670.00   | 0.00       | Reversal Entry (Close 13670 < VWAP 13673.18)
25    | 2025-12-16 12:57:00  | EXIT (SL)       | 13682.00   | -12.00     | SL Hit (Close 13682 >= SL 13679.00)
26    | 2025-12-16 12:57:00  | ENTER LONG      | 13682.00   | 0.00       | SL Reversal Entry
26    | 2025-12-16 13:00:00  | EXIT (Reversal) | 13673.00   | -9.00      | Reversed to SHORT
27    | 2025-12-16 13:00:00  | ENTER SHORT     | 13673.00   | 0.00       | Reversal Entry (Close 13673 < VWAP 13673.21)
27    | 2025-12-16 13:06:00  | EXIT (Reversal) | 13684.00   | -11.00     | Reversed to LONG
28    | 2025-12-16 13:06:00  | ENTER LONG      | 13684.00   | 0.00       | Reversal Entry (Close 13684 > VWAP 13673.23)
28    | 2025-12-16 13:21:00  | EXIT (Reversal) | 13669.00   | -15.00     | Reversed to SHORT
29    | 2025-12-16 13:21:00  | ENTER SHORT     | 13669.00   | 0.00       | Reversal Entry (Close 13669 < VWAP 13673.28)
29    | 2025-12-16 13:27:00  | EXIT (Reversal) | 13677.00   | -8.00      | Reversed to LONG
30    | 2025-12-16 13:27:00  | ENTER LONG      | 13677.00   | 0.00       | Reversal Entry (Close 13677 > VWAP 13673.28)
30    | 2025-12-16 14:00:00  | EXIT (SL)       | 13666.00   | -11.00     | SL Hit (Close 13666 <= SL 13674.35)
31    | 2025-12-16 14:00:00  | ENTER SHORT     | 13666.00   | 0.00       | SL Reversal Entry
31    | 2025-12-16 14:03:00  | EXIT (Reversal) | 13684.00   | -18.00     | Reversed to LONG
32    | 2025-12-16 14:03:00  | ENTER LONG      | 13684.00   | 0.00       | Reversal Entry (Close 13684 > VWAP 13674.36)
32    | 2025-12-16 14:06:00  | EXIT (Reversal) | 13668.00   | -16.00     | Reversed to SHORT
33    | 2025-12-16 14:06:00  | ENTER SHORT     | 13668.00   | 0.00       | Reversal Entry (Close 13668 < VWAP 13674.36)
33    | 2025-12-16 15:00:00  | EXIT (Square Off) | 13675.00   | -7.00      | Auto Square Off at 15:00:00
34    | 2025-12-17 09:15:00  | ENTER SHORT     | 13534.00   | 0.00       | Fresh Entry (Close 13534 < VWAP 13556.67)
34    | 2025-12-17 09:39:00  | EXIT (SL)       | 13529.00   | 5.00       | SL Hit (Close 13529 >= SL 13523.15)
35    | 2025-12-17 09:39:00  | ENTER LONG      | 13529.00   | 0.00       | SL Reversal Entry
35    | 2025-12-17 09:51:00  | EXIT (Reversal) | 13542.00   | 13.00      | Reversed to SHORT
36    | 2025-12-17 09:51:00  | ENTER SHORT     | 13542.00   | 0.00       | Reversal Entry (Close 13542 < VWAP 13547.93)
36    | 2025-12-17 15:00:00  | EXIT (Square Off) | 13296.00   | 246.00     | Auto Square Off at 15:00:00
37    | 2025-12-18 09:15:00  | ENTER SHORT     | 13130.00   | 0.00       | Fresh Entry (Close 13130 < VWAP 13140.33)
37    | 2025-12-18 09:21:00  | EXIT (Reversal) | 13169.00   | -39.00     | Reversed to LONG
38    | 2025-12-18 09:21:00  | ENTER LONG      | 13169.00   | 0.00       | Reversal Entry (Close 13169 > VWAP 13145.25)
38    | 2025-12-18 09:30:00  | EXIT (SL)       | 13130.00   | -39.00     | SL Hit (Close 13130 <= SL 13131.00)
39    | 2025-12-18 09:30:00  | ENTER SHORT     | 13130.00   | 0.00       | SL Reversal Entry
39    | 2025-12-18 09:48:00  | EXIT (SL)       | 13125.00   | 5.00       | SL Hit (Close 13125 >= SL 13115.70)
40    | 2025-12-18 09:48:00  | ENTER LONG      | 13125.00   | 0.00       | SL Reversal Entry
40    | 2025-12-18 10:03:00  | EXIT (Reversal) | 13100.00   | -25.00     | Reversed to SHORT
41    | 2025-12-18 10:03:00  | ENTER SHORT     | 13100.00   | 0.00       | Reversal Entry (Close 13100 < VWAP 13120.15)
41    | 2025-12-18 10:15:00  | EXIT (Reversal) | 13150.00   | -50.00     | Reversed to LONG
42    | 2025-12-18 10:15:00  | ENTER LONG      | 13150.00   | 0.00       | Reversal Entry (Close 13150 > VWAP 13119.22)
42    | 2025-12-18 14:03:00  | EXIT (SL)       | 13269.00   | 119.00     | SL Hit (Close 13269 <= SL 13316.07)
43    | 2025-12-18 14:03:00  | ENTER SHORT     | 13269.00   | 0.00       | SL Reversal Entry
43    | 2025-12-18 15:00:00  | EXIT (Square Off) | 13304.00   | -35.00     | Auto Square Off at 15:00:00
44    | 2025-12-19 09:15:00  | ENTER LONG      | 13332.00   | 0.00       | Fresh Entry (Close 13332 > VWAP 13308.00)
44    | 2025-12-19 09:42:00  | EXIT (SL)       | 13325.00   | -7.00      | SL Hit (Close 13325 <= SL 13335.39)
45    | 2025-12-19 09:42:00  | ENTER SHORT     | 13325.00   | 0.00       | SL Reversal Entry
45    | 2025-12-19 15:00:00  | EXIT (Square Off) | 13247.00   | 78.00      | Auto Square Off at 15:00:00
46    | 2025-12-22 09:15:00  | ENTER LONG      | 13360.00   | 0.00       | Fresh Entry (Close 13360 > VWAP 13271.33)
46    | 2025-12-22 09:54:00  | EXIT (SL)       | 13338.00   | -22.00     | SL Hit (Close 13338 <= SL 13360.22)
47    | 2025-12-22 09:54:00  | ENTER SHORT     | 13338.00   | 0.00       | SL Reversal Entry
47    | 2025-12-22 09:57:00  | EXIT (Reversal) | 13370.00   | -32.00     | Reversed to LONG
48    | 2025-12-22 09:57:00  | ENTER LONG      | 13370.00   | 0.00       | Reversal Entry (Close 13370 > VWAP 13360.08)
48    | 2025-12-22 10:00:00  | EXIT (Reversal) | 13359.00   | -11.00     | Reversed to SHORT
49    | 2025-12-22 10:00:00  | ENTER SHORT     | 13359.00   | 0.00       | Reversal Entry (Close 13359 < VWAP 13360.13)
49    | 2025-12-22 10:03:00  | EXIT (Reversal) | 13371.00   | -12.00     | Reversed to LONG
50    | 2025-12-22 10:03:00  | ENTER LONG      | 13371.00   | 0.00       | Reversal Entry (Close 13371 > VWAP 13360.21)
50    | 2025-12-22 10:09:00  | EXIT (SL)       | 13351.00   | -20.00     | SL Hit (Close 13351 <= SL 13360.00)
51    | 2025-12-22 10:09:00  | ENTER SHORT     | 13351.00   | 0.00       | SL Reversal Entry
51    | 2025-12-22 15:00:00  | EXIT (Square Off) | 12870.00   | 481.00     | Auto Square Off at 15:00:00
52    | 2025-12-23 09:15:00  | ENTER SHORT     | 12812.00   | 0.00       | Fresh Entry (Close 12812 < VWAP 12835.00)
52    | 2025-12-23 09:18:00  | EXIT (Reversal) | 12885.00   | -73.00     | Reversed to LONG
53    | 2025-12-23 09:18:00  | ENTER LONG      | 12885.00   | 0.00       | Reversal Entry (Close 12885 > VWAP 12842.11)
53    | 2025-12-23 09:21:00  | EXIT (SL)       | 12765.00   | -120.00    | SL Hit (Close 12765 <= SL 12805.00)
54    | 2025-12-23 09:21:00  | ENTER SHORT     | 12765.00   | 0.00       | SL Reversal Entry
54    | 2025-12-23 10:06:00  | EXIT (SL)       | 12680.00   | 85.00      | SL Hit (Close 12680 >= SL 12677.35)
55    | 2025-12-23 10:06:00  | ENTER LONG      | 12680.00   | 0.00       | SL Reversal Entry
55    | 2025-12-23 10:39:00  | EXIT (SL)       | 12670.00   | -10.00     | SL Hit (Close 12670 <= SL 12681.71)
56    | 2025-12-23 10:39:00  | ENTER SHORT     | 12670.00   | 0.00       | SL Reversal Entry
56    | 2025-12-23 10:51:00  | EXIT (SL)       | 12780.00   | -110.00    | SL Hit (Close 12780 >= SL 12700.00)
57    | 2025-12-23 10:51:00  | ENTER LONG      | 12780.00   | 0.00       | SL Reversal Entry
57    | 2025-12-23 15:00:00  | EXIT (Square Off) | 12856.00   | 76.00      | Auto Square Off at 15:00:00
58    | 2025-12-24 09:15:00  | ENTER LONG      | 12968.00   | 0.00       | Fresh Entry (Close 12968 > VWAP 12901.00)
58    | 2025-12-24 10:18:00  | EXIT (SL)       | 13068.00   | 100.00     | SL Hit (Close 13068 <= SL 13076.16)
59    | 2025-12-24 10:18:00  | ENTER SHORT     | 13068.00   | 0.00       | SL Reversal Entry
59    | 2025-12-24 10:21:00  | EXIT (SL)       | 13102.00   | -34.00     | SL Hit (Close 13102 >= SL 13085.00)
60    | 2025-12-24 10:21:00  | ENTER LONG      | 13102.00   | 0.00       | SL Reversal Entry
60    | 2025-12-24 11:12:00  | EXIT (SL)       | 13081.00   | -21.00     | SL Hit (Close 13081 <= SL 13082.07)
61    | 2025-12-24 11:12:00  | ENTER SHORT     | 13081.00   | 0.00       | SL Reversal Entry
61    | 2025-12-24 11:15:00  | EXIT (Reversal) | 13088.00   | -7.00      | Reversed to LONG
62    | 2025-12-24 11:15:00  | ENTER LONG      | 13088.00   | 0.00       | Reversal Entry (Close 13088 > VWAP 13082.11)
62    | 2025-12-24 11:24:00  | EXIT (SL)       | 13080.00   | -8.00      | SL Hit (Close 13080 <= SL 13084.00)
63    | 2025-12-24 11:24:00  | ENTER SHORT     | 13080.00   | 0.00       | SL Reversal Entry
63    | 2025-12-24 11:27:00  | EXIT (Reversal) | 13085.00   | -5.00      | Reversed to LONG
64    | 2025-12-24 11:27:00  | ENTER LONG      | 13085.00   | 0.00       | Reversal Entry (Close 13085 > VWAP 13082.26)
64    | 2025-12-24 11:30:00  | EXIT (SL)       | 13075.00   | -10.00     | SL Hit (Close 13075 <= SL 13076.00)
65    | 2025-12-24 11:30:00  | ENTER SHORT     | 13075.00   | 0.00       | SL Reversal Entry
65    | 2025-12-24 11:36:00  | EXIT (SL)       | 13085.00   | -10.00     | SL Hit (Close 13085 >= SL 13085.00)
66    | 2025-12-24 11:36:00  | ENTER LONG      | 13085.00   | 0.00       | SL Reversal Entry
66    | 2025-12-24 11:42:00  | EXIT (SL)       | 13064.00   | -21.00     | SL Hit (Close 13064 <= SL 13070.00)
67    | 2025-12-24 11:42:00  | ENTER SHORT     | 13064.00   | 0.00       | SL Reversal Entry
67    | 2025-12-24 15:00:00  | EXIT (Square Off) | 12689.00   | 375.00     | Auto Square Off at 15:00:00
68    | 2025-12-26 09:15:00  | ENTER LONG      | 12657.00   | 0.00       | Fresh Entry (Close 12657 > VWAP 12649.00)
68    | 2025-12-26 09:24:00  | EXIT (Reversal) | 12642.00   | -15.00     | Reversed to SHORT
69    | 2025-12-26 09:24:00  | ENTER SHORT     | 12642.00   | 0.00       | Reversal Entry (Close 12642 < VWAP 12660.36)
69    | 2025-12-26 15:00:00  | EXIT (Square Off) | 12360.00   | 282.00     | Auto Square Off at 15:00:00
70    | 2025-12-29 09:15:00  | ENTER SHORT     | 12060.00   | 0.00       | Fresh Entry (Close 12060 < VWAP 12149.67)
70    | 2025-12-29 09:24:00  | EXIT (Reversal) | 12257.00   | -197.00    | Reversed to LONG
71    | 2025-12-29 09:24:00  | ENTER LONG      | 12257.00   | 0.00       | Reversal Entry (Close 12257 > VWAP 12141.33)
71    | 2025-12-29 10:06:00  | EXIT (SL)       | 12250.00   | -7.00      | SL Hit (Close 12250 <= SL 12262.20)
72    | 2025-12-29 10:06:00  | ENTER SHORT     | 12250.00   | 0.00       | SL Reversal Entry
72    | 2025-12-29 15:00:00  | EXIT (Square Off) | 11861.00   | 389.00     | Auto Square Off at 15:00:00
73    | 2025-12-30 09:15:00  | ENTER LONG      | 11931.00   | 0.00       | Fresh Entry (Close 11931 > VWAP 11896.67)
73    | 2025-12-30 09:18:00  | EXIT (Reversal) | 11875.00   | -56.00     | Reversed to SHORT
74    | 2025-12-30 09:18:00  | ENTER SHORT     | 11875.00   | 0.00       | Reversal Entry (Close 11875 < VWAP 11896.04)
74    | 2025-12-30 09:33:00  | EXIT (Reversal) | 11895.00   | -20.00     | Reversed to LONG
75    | 2025-12-30 09:33:00  | ENTER LONG      | 11895.00   | 0.00       | Reversal Entry (Close 11895 > VWAP 11879.77)
75    | 2025-12-30 09:48:00  | EXIT (Reversal) | 11883.00   | -12.00     | Reversed to SHORT
76    | 2025-12-30 09:48:00  | ENTER SHORT     | 11883.00   | 0.00       | Reversal Entry (Close 11883 < VWAP 11908.26)
76    | 2025-12-30 10:12:00  | EXIT (SL)       | 11872.00   | 11.00      | SL Hit (Close 11872 >= SL 11866.33)
77    | 2025-12-30 10:12:00  | ENTER LONG      | 11872.00   | 0.00       | SL Reversal Entry
77    | 2025-12-30 10:45:00  | EXIT (SL)       | 11866.00   | -6.00      | SL Hit (Close 11866 <= SL 11875.90)
78    | 2025-12-30 10:45:00  | ENTER SHORT     | 11866.00   | 0.00       | SL Reversal Entry
