Fetching data for NSE:DIXON-EQ from 2026-01-01 to 2026-01-31...
Fetched 2500 candles.

--- TRADES ---
ID    | Time                 | Action          | Price      | PnL        | Notes
97    | 2026-01-14 09:15:00  | ENTER LONG      | 11371.00   | 0.00       | Fresh Entry (Close 11371 > VWAP 11327.33)
97    | 2026-01-14 10:06:00  | EXIT (SL)       | 11430.00   | 59.00      | SL Hit (Close 11430 <= SL 11435.17)
98    | 2026-01-14 10:06:00  | ENTER SHORT     | 11430.00   | 0.00       | SL Reversal Entry
98    | 2026-01-14 10:09:00  | EXIT (Reversal) | 11443.00   | -13.00     | Reversed to LONG
99    | 2026-01-14 10:09:00  | ENTER LONG      | 11443.00   | 0.00       | Reversal Entry (Close 11443 > VWAP 11435.37)
99    | 2026-01-14 10:12:00  | EXIT (Reversal) | 11427.00   | -16.00     | Reversed to SHORT
100   | 2026-01-14 10:12:00  | ENTER SHORT     | 11427.00   | 0.00       | Reversal Entry (Close 11427 < VWAP 11435.34)
100   | 2026-01-14 15:00:00  | EXIT (Square Off) | 11132.00   | 295.00     | Auto Square Off at 15:00:00
101   | 2026-01-16 09:15:00  | ENTER LONG      | 11080.00   | 0.00       | Fresh Entry (Close 11080 > VWAP 11071.33)
101   | 2026-01-16 09:54:00  | EXIT (SL)       | 11134.00   | 54.00      | SL Hit (Close 11134 <= SL 11150.40)
102   | 2026-01-16 09:54:00  | ENTER SHORT     | 11134.00   | 0.00       | SL Reversal Entry
102   | 2026-01-16 10:15:00  | EXIT (SL)       | 11143.00   | -9.00      | SL Hit (Close 11143 >= SL 11142.19)
103   | 2026-01-16 10:15:00  | ENTER LONG      | 11143.00   | 0.00       | SL Reversal Entry
103   | 2026-01-16 10:21:00  | EXIT (Reversal) | 11142.00   | -1.00      | Reversed to SHORT
104   | 2026-01-16 10:21:00  | ENTER SHORT     | 11142.00   | 0.00       | Reversal Entry (Close 11142 < VWAP 11142.17)
104   | 2026-01-16 10:27:00  | EXIT (Reversal) | 11142.00   | 0.00       | Reversed to LONG
105   | 2026-01-16 10:27:00  | ENTER LONG      | 11142.00   | 0.00       | Reversal Entry (Close 11142 > VWAP 11141.99)
105   | 2026-01-16 10:36:00  | EXIT (SL)       | 11072.00   | -70.00     | SL Hit (Close 11072 <= SL 11115.00)
106   | 2026-01-16 10:36:00  | ENTER SHORT     | 11072.00   | 0.00       | SL Reversal Entry
106   | 2026-01-16 15:00:00  | EXIT (Square Off) | 10752.00   | 320.00     | Auto Square Off at 15:00:00
107   | 2026-01-19 09:15:00  | ENTER LONG      | 10757.00   | 0.00       | Fresh Entry (Close 10757 > VWAP 10702.67)
107   | 2026-01-19 09:39:00  | EXIT (SL)       | 10762.00   | 5.00       | SL Hit (Close 10762 <= SL 10780.21)
108   | 2026-01-19 09:39:00  | ENTER SHORT     | 10762.00   | 0.00       | SL Reversal Entry
108   | 2026-01-19 09:42:00  | EXIT (Reversal) | 10789.00   | -27.00     | Reversed to LONG
109   | 2026-01-19 09:42:00  | ENTER LONG      | 10789.00   | 0.00       | Reversal Entry (Close 10789 > VWAP 10779.86)
109   | 2026-01-19 09:45:00  | EXIT (SL)       | 10751.00   | -38.00     | SL Hit (Close 10751 <= SL 10758.00)
110   | 2026-01-19 09:45:00  | ENTER SHORT     | 10751.00   | 0.00       | SL Reversal Entry
110   | 2026-01-19 09:48:00  | EXIT (Reversal) | 10779.00   | -28.00     | Reversed to LONG
111   | 2026-01-19 09:48:00  | ENTER LONG      | 10779.00   | 0.00       | Reversal Entry (Close 10779 > VWAP 10778.87)
111   | 2026-01-19 10:36:00  | EXIT (SL)       | 10774.00   | -5.00      | SL Hit (Close 10774 <= SL 10796.70)
112   | 2026-01-19 10:36:00  | ENTER SHORT     | 10774.00   | 0.00       | SL Reversal Entry
112   | 2026-01-19 10:39:00  | EXIT (Reversal) | 10808.00   | -34.00     | Reversed to LONG
113   | 2026-01-19 10:39:00  | ENTER LONG      | 10808.00   | 0.00       | Reversal Entry (Close 10808 > VWAP 10796.38)
113   | 2026-01-19 12:06:00  | EXIT (SL)       | 10830.00   | 22.00      | SL Hit (Close 10830 <= SL 10844.41)
114   | 2026-01-19 12:06:00  | ENTER SHORT     | 10830.00   | 0.00       | SL Reversal Entry
114   | 2026-01-19 12:09:00  | EXIT (Reversal) | 10865.00   | -35.00     | Reversed to LONG
115   | 2026-01-19 12:09:00  | ENTER LONG      | 10865.00   | 0.00       | Reversal Entry (Close 10865 > VWAP 10845.59)
115   | 2026-01-19 13:09:00  | EXIT (SL)       | 10844.00   | -21.00     | SL Hit (Close 10844 <= SL 10849.42)
116   | 2026-01-19 13:09:00  | ENTER SHORT     | 10844.00   | 0.00       | SL Reversal Entry
