Fetching data for NSE:DIXON-EQ from Mar 2025 to Dec 2025...
Total Fetched Candles: 25646

Running Backtest with Risk:Reward 1:8...

--- TRADES ---
ID    | Time                 | Action          | Price      | PnL        | Notes
103   | 2025-05-27 12:45:00  | EXIT (SL)       | 15101.00   | -36.00     | SL Hit (Low 15095 <= SL 15101.00)
104   | 2025-05-28 09:15:00  | ENTER SHORT     | 15103.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 76.00)
104   | 2025-05-28 15:00:00  | EXIT (Square Off) | 14870.00   | 233.00     | Auto Square Off at 15:00
105   | 2025-05-29 09:15:00  | ENTER LONG      | 14860.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 46.00)
105   | 2025-05-29 09:21:00  | EXIT (SL)       | 14814.00   | -46.00     | SL Hit (Low 14731 <= SL 14814.00)
106   | 2025-05-29 10:54:00  | ENTER LONG      | 14781.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 71.00)
106   | 2025-05-29 12:45:00  | EXIT (SL)       | 14710.00   | -71.00     | SL Hit (Low 14705 <= SL 14710.00)
107   | 2025-05-29 13:24:00  | ENTER LONG      | 14769.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 18.00)
107   | 2025-05-29 13:27:00  | EXIT (SL)       | 14751.00   | -18.00     | SL Hit (Low 14750 <= SL 14751.00)
108   | 2025-05-29 13:30:00  | ENTER LONG      | 14772.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 25.00)
108   | 2025-05-29 14:15:00  | EXIT (SL)       | 14747.00   | -25.00     | SL Hit (Low 14740 <= SL 14747.00)
109   | 2025-05-30 09:15:00  | ENTER SHORT     | 14800.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 88.00)
109   | 2025-05-30 15:00:00  | EXIT (Square Off) | 14670.00   | 130.00     | Auto Square Off at 15:00
110   | 2025-06-02 09:15:00  | ENTER LONG      | 14678.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 76.00)
110   | 2025-06-02 14:09:00  | EXIT (SL)       | 14602.00   | -76.00     | SL Hit (Low 14590 <= SL 14602.00)
111   | 2025-06-03 09:18:00  | ENTER LONG      | 14682.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 48.00)
111   | 2025-06-03 09:33:00  | EXIT (SL)       | 14634.00   | -48.00     | SL Hit (Low 14600 <= SL 14634.00)
112   | 2025-06-04 09:15:00  | ENTER LONG      | 14495.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 45.00)
112   | 2025-06-04 09:24:00  | EXIT (SL)       | 14450.00   | -45.00     | SL Hit (Low 14427 <= SL 14450.00)
113   | 2025-06-04 09:30:00  | ENTER SHORT     | 14451.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 60.00)
113   | 2025-06-04 10:06:00  | EXIT (SL)       | 14511.00   | -60.00     | SL Hit (High 14585 >= SL 14511.00)
114   | 2025-06-05 09:15:00  | ENTER SHORT     | 14920.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 150.00)
114   | 2025-06-05 15:00:00  | EXIT (Square Off) | 14694.00   | 226.00     | Auto Square Off at 15:00
115   | 2025-06-06 09:15:00  | ENTER LONG      | 14708.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 57.00)
115   | 2025-06-06 09:24:00  | EXIT (SL)       | 14651.00   | -57.00     | SL Hit (Low 14631 <= SL 14651.00)
116   | 2025-06-06 09:42:00  | ENTER LONG      | 14680.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 10.00)
116   | 2025-06-06 09:45:00  | EXIT (Target)   | 14760.00   | 80.00      | Target Hit (High 14765 >= Tgt 14760.00)
117   | 2025-06-06 09:57:00  | ENTER SHORT     | 14700.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 29.00)
117   | 2025-06-06 11:54:00  | EXIT (SL)       | 14729.00   | -29.00     | SL Hit (High 14755 >= SL 14729.00)
118   | 2025-06-09 09:21:00  | ENTER SHORT     | 14888.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 21.00)
118   | 2025-06-09 09:24:00  | EXIT (SL)       | 14909.00   | -21.00     | SL Hit (High 14910 >= SL 14909.00)
119   | 2025-06-09 09:30:00  | ENTER SHORT     | 14887.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 22.00)
119   | 2025-06-09 10:24:00  | EXIT (SL)       | 14909.00   | -22.00     | SL Hit (High 14917 >= SL 14909.00)
120   | 2025-06-09 10:33:00  | ENTER SHORT     | 14875.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 14.00)
120   | 2025-06-09 11:21:00  | EXIT (SL)       | 14889.00   | -14.00     | SL Hit (High 14906 >= SL 14889.00)
121   | 2025-06-09 11:30:00  | ENTER LONG      | 14884.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 6.00)
121   | 2025-06-09 11:36:00  | EXIT (SL)       | 14878.00   | -6.00      | SL Hit (Low 14872 <= SL 14878.00)
122   | 2025-06-09 13:30:00  | ENTER LONG      | 14882.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 23.00)
122   | 2025-06-09 15:00:00  | EXIT (Square Off) | 14924.00   | 42.00      | Auto Square Off at 15:00
123   | 2025-06-10 09:15:00  | ENTER SHORT     | 14933.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 47.00)
123   | 2025-06-10 09:24:00  | EXIT (SL)       | 14980.00   | -47.00     | SL Hit (High 14980 >= SL 14980.00)
124   | 2025-06-10 09:27:00  | ENTER SHORT     | 14923.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 32.00)
124   | 2025-06-10 09:48:00  | EXIT (SL)       | 14955.00   | -32.00     | SL Hit (High 14977 >= SL 14955.00)
125   | 2025-06-10 12:30:00  | ENTER SHORT     | 14980.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 6.00)
125   | 2025-06-10 12:51:00  | EXIT (SL)       | 14986.00   | -6.00      | SL Hit (High 14988 >= SL 14986.00)
126   | 2025-06-10 14:54:00  | ENTER SHORT     | 14989.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 11.00)
126   | 2025-06-10 15:00:00  | EXIT (Square Off) | 14984.00   | 5.00       | Auto Square Off at 15:00
127   | 2025-06-11 09:15:00  | ENTER LONG      | 14992.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 57.00)
127   | 2025-06-11 09:39:00  | EXIT (SL)       | 14935.00   | -57.00     | SL Hit (Low 14915 <= SL 14935.00)
128   | 2025-06-11 11:45:00  | ENTER LONG      | 14938.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 10.00)
128   | 2025-06-11 11:48:00  | EXIT (SL)       | 14928.00   | -10.00     | SL Hit (Low 14922 <= SL 14928.00)
129   | 2025-06-11 11:57:00  | ENTER LONG      | 14940.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 14.00)
129   | 2025-06-11 12:30:00  | EXIT (SL)       | 14926.00   | -14.00     | SL Hit (Low 14923 <= SL 14926.00)
130   | 2025-06-12 09:15:00  | ENTER LONG      | 14812.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 50.00)
130   | 2025-06-12 09:45:00  | EXIT (SL)       | 14762.00   | -50.00     | SL Hit (Low 14760 <= SL 14762.00)
131   | 2025-06-13 09:15:00  | ENTER LONG      | 14346.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 95.00)
131   | 2025-06-13 09:21:00  | EXIT (SL)       | 14251.00   | -95.00     | SL Hit (Low 14251 <= SL 14251.00)
132   | 2025-06-13 09:24:00  | ENTER LONG      | 14354.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 54.00)
132   | 2025-06-13 09:30:00  | EXIT (SL)       | 14300.00   | -54.00     | SL Hit (Low 14292 <= SL 14300.00)
133   | 2025-06-13 09:57:00  | ENTER LONG      | 14313.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 28.00)
133   | 2025-06-13 10:00:00  | EXIT (SL)       | 14285.00   | -28.00     | SL Hit (Low 14283 <= SL 14285.00)
134   | 2025-06-13 10:12:00  | ENTER LONG      | 14326.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 31.00)
134   | 2025-06-13 10:18:00  | EXIT (SL)       | 14295.00   | -31.00     | SL Hit (Low 14276 <= SL 14295.00)
135   | 2025-06-13 10:30:00  | ENTER LONG      | 14322.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 27.00)
135   | 2025-06-13 11:27:00  | EXIT (SL)       | 14295.00   | -27.00     | SL Hit (Low 14290 <= SL 14295.00)
136   | 2025-06-13 13:45:00  | ENTER LONG      | 14308.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 24.00)
136   | 2025-06-13 13:54:00  | EXIT (SL)       | 14284.00   | -24.00     | SL Hit (Low 14260 <= SL 14284.00)
137   | 2025-06-13 14:03:00  | ENTER LONG      | 14305.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 23.00)
137   | 2025-06-13 14:18:00  | EXIT (SL)       | 14282.00   | -23.00     | SL Hit (Low 14276 <= SL 14282.00)
138   | 2025-06-16 09:27:00  | ENTER SHORT     | 14348.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 66.00)
138   | 2025-06-16 15:00:00  | EXIT (Square Off) | 14373.00   | -25.00     | Auto Square Off at 15:00
139   | 2025-06-17 09:18:00  | ENTER SHORT     | 14331.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 43.00)
139   | 2025-06-17 09:42:00  | EXIT (SL)       | 14374.00   | -43.00     | SL Hit (High 14379 >= SL 14374.00)
140   | 2025-06-17 09:45:00  | ENTER SHORT     | 14294.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 46.00)
140   | 2025-06-17 09:48:00  | EXIT (SL)       | 14340.00   | -46.00     | SL Hit (High 14368 >= SL 14340.00)
141   | 2025-06-17 09:51:00  | ENTER SHORT     | 14305.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 51.00)
141   | 2025-06-17 10:00:00  | EXIT (SL)       | 14356.00   | -51.00     | SL Hit (High 14379 >= SL 14356.00)
142   | 2025-06-17 10:06:00  | ENTER SHORT     | 14311.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 25.00)
142   | 2025-06-17 10:12:00  | EXIT (SL)       | 14336.00   | -25.00     | SL Hit (High 14350 >= SL 14336.00)
143   | 2025-06-17 11:15:00  | ENTER SHORT     | 14369.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 57.00)
143   | 2025-06-17 15:00:00  | EXIT (Square Off) | 14258.00   | 111.00     | Auto Square Off at 15:00
144   | 2025-06-18 09:15:00  | ENTER LONG      | 14238.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 55.00)
144   | 2025-06-18 15:00:00  | EXIT (Square Off) | 14387.00   | 149.00     | Auto Square Off at 15:00
145   | 2025-06-19 09:15:00  | ENTER LONG      | 14381.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 70.00)
145   | 2025-06-19 10:27:00  | EXIT (SL)       | 14311.00   | -70.00     | SL Hit (Low 14303 <= SL 14311.00)
146   | 2025-06-20 09:15:00  | ENTER LONG      | 14070.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 78.00)
146   | 2025-06-20 09:18:00  | EXIT (SL)       | 13992.00   | -78.00     | SL Hit (Low 13985 <= SL 13992.00)
147   | 2025-06-20 09:42:00  | ENTER LONG      | 13995.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 59.00)
147   | 2025-06-20 10:03:00  | EXIT (SL)       | 13936.00   | -59.00     | SL Hit (Low 13925 <= SL 13936.00)
148   | 2025-06-20 10:09:00  | ENTER LONG      | 13972.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 26.00)
148   | 2025-06-20 15:00:00  | EXIT (Square Off) | 14012.00   | 40.00      | Auto Square Off at 15:00
149   | 2025-06-23 09:15:00  | ENTER LONG      | 13981.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 701.00)
149   | 2025-06-23 15:00:00  | EXIT (Square Off) | 14441.00   | 460.00     | Auto Square Off at 15:00
150   | 2025-06-24 09:15:00  | ENTER SHORT     | 14701.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 73.00)
150   | 2025-06-24 15:00:00  | EXIT (Square Off) | 14510.00   | 191.00     | Auto Square Off at 15:00
151   | 2025-06-25 09:18:00  | ENTER LONG      | 14555.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 20.00)
151   | 2025-06-25 09:24:00  | EXIT (SL)       | 14535.00   | -20.00     | SL Hit (Low 14509 <= SL 14535.00)
152   | 2025-06-26 09:15:00  | ENTER LONG      | 14186.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 85.00)
152   | 2025-06-26 09:39:00  | EXIT (SL)       | 14101.00   | -85.00     | SL Hit (Low 14089 <= SL 14101.00)
153   | 2025-06-26 11:12:00  | ENTER LONG      | 14140.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 35.00)
153   | 2025-06-26 12:57:00  | EXIT (SL)       | 14105.00   | -35.00     | SL Hit (Low 14101 <= SL 14105.00)
154   | 2025-06-26 13:06:00  | ENTER LONG      | 14157.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 13.00)
154   | 2025-06-26 13:09:00  | EXIT (SL)       | 14144.00   | -13.00     | SL Hit (Low 14132 <= SL 14144.00)
155   | 2025-06-26 13:12:00  | ENTER SHORT     | 14150.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 12.00)
155   | 2025-06-26 13:15:00  | EXIT (SL)       | 14162.00   | -12.00     | SL Hit (High 14165 >= SL 14162.00)
156   | 2025-06-26 13:30:00  | ENTER SHORT     | 14150.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 8.00)
156   | 2025-06-26 14:09:00  | EXIT (SL)       | 14158.00   | -8.00      | SL Hit (High 14188 >= SL 14158.00)
157   | 2025-06-26 14:12:00  | ENTER SHORT     | 14147.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 13.00)
157   | 2025-06-26 14:30:00  | EXIT (SL)       | 14160.00   | -13.00     | SL Hit (High 14177 >= SL 14160.00)
158   | 2025-06-26 14:33:00  | ENTER SHORT     | 14147.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 22.00)
158   | 2025-06-26 14:54:00  | EXIT (SL)       | 14169.00   | -22.00     | SL Hit (High 14201 >= SL 14169.00)
159   | 2025-06-27 10:12:00  | ENTER SHORT     | 14823.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 37.00)
159   | 2025-06-27 15:00:00  | EXIT (Square Off) | 14531.00   | 292.00     | Auto Square Off at 15:00
160   | 2025-06-30 09:24:00  | ENTER LONG      | 14555.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 54.00)
160   | 2025-06-30 09:27:00  | EXIT (SL)       | 14501.00   | -54.00     | SL Hit (Low 14486 <= SL 14501.00)
161   | 2025-06-30 09:51:00  | ENTER LONG      | 14515.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 15.00)
161   | 2025-06-30 09:54:00  | EXIT (SL)       | 14500.00   | -15.00     | SL Hit (Low 14496 <= SL 14500.00)
162   | 2025-06-30 09:57:00  | ENTER SHORT     | 14512.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 28.00)
162   | 2025-06-30 12:12:00  | EXIT (SL)       | 14540.00   | -28.00     | SL Hit (High 14589 >= SL 14540.00)
163   | 2025-07-01 09:15:00  | ENTER SHORT     | 14708.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 155.00)
163   | 2025-07-01 15:00:00  | EXIT (Square Off) | 14671.00   | 37.00      | Auto Square Off at 15:00
164   | 2025-07-02 09:18:00  | ENTER SHORT     | 14770.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 39.00)
164   | 2025-07-02 09:21:00  | EXIT (SL)       | 14809.00   | -39.00     | SL Hit (High 14840 >= SL 14809.00)
165   | 2025-07-02 09:39:00  | ENTER SHORT     | 14830.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 38.00)
165   | 2025-07-02 10:00:00  | EXIT (SL)       | 14868.00   | -38.00     | SL Hit (High 14879 >= SL 14868.00)
166   | 2025-07-02 10:03:00  | ENTER SHORT     | 14806.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 44.00)
166   | 2025-07-02 11:24:00  | EXIT (SL)       | 14850.00   | -44.00     | SL Hit (High 14870 >= SL 14850.00)
167   | 2025-07-03 09:18:00  | ENTER SHORT     | 15161.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 89.00)
167   | 2025-07-03 15:00:00  | EXIT (Square Off) | 15102.00   | 59.00      | Auto Square Off at 15:00
168   | 2025-07-04 09:15:00  | ENTER LONG      | 15137.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 208.00)
168   | 2025-07-04 15:00:00  | EXIT (Square Off) | 15200.00   | 63.00      | Auto Square Off at 15:00
169   | 2025-07-07 12:15:00  | ENTER SHORT     | 15486.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 35.00)
169   | 2025-07-07 15:00:00  | EXIT (Square Off) | 15463.00   | 23.00      | Auto Square Off at 15:00
170   | 2025-07-08 09:15:00  | ENTER LONG      | 15464.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 65.00)
170   | 2025-07-08 09:33:00  | EXIT (SL)       | 15399.00   | -65.00     | SL Hit (Low 15364 <= SL 15399.00)
171   | 2025-07-08 12:36:00  | ENTER LONG      | 15379.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 13.00)
171   | 2025-07-08 12:39:00  | EXIT (SL)       | 15366.00   | -13.00     | SL Hit (Low 15360 <= SL 15366.00)
172   | 2025-07-08 12:42:00  | ENTER LONG      | 15387.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 27.00)
172   | 2025-07-08 15:00:00  | EXIT (Square Off) | 15450.00   | 63.00      | Auto Square Off at 15:00
173   | 2025-07-09 10:03:00  | ENTER SHORT     | 15693.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 49.00)
173   | 2025-07-09 10:09:00  | EXIT (SL)       | 15742.00   | -49.00     | SL Hit (High 15760 >= SL 15742.00)
174   | 2025-07-09 10:57:00  | ENTER SHORT     | 15727.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 8.00)
174   | 2025-07-09 11:06:00  | EXIT (SL)       | 15735.00   | -8.00      | SL Hit (High 15736 >= SL 15735.00)
175   | 2025-07-09 11:39:00  | ENTER LONG      | 15753.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 43.00)
175   | 2025-07-09 14:03:00  | EXIT (SL)       | 15710.00   | -43.00     | SL Hit (Low 15692 <= SL 15710.00)
176   | 2025-07-10 09:15:00  | ENTER LONG      | 15776.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 95.00)
176   | 2025-07-10 11:15:00  | EXIT (SL)       | 15681.00   | -95.00     | SL Hit (Low 15636 <= SL 15681.00)
177   | 2025-07-10 12:30:00  | ENTER LONG      | 15770.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 12.00)
177   | 2025-07-10 12:33:00  | EXIT (SL)       | 15758.00   | -12.00     | SL Hit (Low 15746 <= SL 15758.00)
178   | 2025-07-10 14:06:00  | ENTER LONG      | 15760.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 10.00)
178   | 2025-07-10 14:09:00  | EXIT (SL)       | 15750.00   | -10.00     | SL Hit (Low 15750 <= SL 15750.00)
179   | 2025-07-10 14:21:00  | ENTER LONG      | 15770.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 18.00)
179   | 2025-07-10 14:48:00  | EXIT (SL)       | 15752.00   | -18.00     | SL Hit (Low 15752 <= SL 15752.00)
180   | 2025-07-11 09:21:00  | ENTER SHORT     | 15788.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 61.00)
180   | 2025-07-11 11:45:00  | EXIT (SL)       | 15849.00   | -61.00     | SL Hit (High 15855 >= SL 15849.00)
181   | 2025-07-14 09:15:00  | ENTER LONG      | 15783.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 73.00)
181   | 2025-07-14 15:00:00  | EXIT (Square Off) | 15910.00   | 127.00     | Auto Square Off at 15:00
182   | 2025-07-15 09:21:00  | ENTER SHORT     | 15965.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 32.00)
182   | 2025-07-15 15:00:00  | EXIT (Square Off) | 15828.00   | 137.00     | Auto Square Off at 15:00
183   | 2025-07-16 09:15:00  | ENTER LONG      | 16315.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 143.00)
183   | 2025-07-16 09:36:00  | EXIT (SL)       | 16172.00   | -143.00    | SL Hit (Low 16152 <= SL 16172.00)
184   | 2025-07-16 10:21:00  | ENTER LONG      | 16306.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 20.00)
184   | 2025-07-16 10:24:00  | EXIT (SL)       | 16286.00   | -20.00     | SL Hit (Low 16255 <= SL 16286.00)
185   | 2025-07-17 09:15:00  | ENTER LONG      | 16209.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 134.00)
185   | 2025-07-17 12:06:00  | EXIT (SL)       | 16075.00   | -134.00    | SL Hit (Low 16056 <= SL 16075.00)
186   | 2025-07-17 13:00:00  | ENTER LONG      | 16175.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 31.00)
186   | 2025-07-17 13:12:00  | EXIT (SL)       | 16144.00   | -31.00     | SL Hit (Low 16136 <= SL 16144.00)
187   | 2025-07-17 13:39:00  | ENTER SHORT     | 16140.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 42.00)
187   | 2025-07-17 15:00:00  | EXIT (Square Off) | 16107.00   | 33.00      | Auto Square Off at 15:00
188   | 2025-07-18 09:15:00  | ENTER LONG      | 16164.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 51.00)
188   | 2025-07-18 09:45:00  | EXIT (SL)       | 16113.00   | -51.00     | SL Hit (Low 16105 <= SL 16113.00)
189   | 2025-07-18 11:03:00  | ENTER LONG      | 16054.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 23.00)
189   | 2025-07-18 14:15:00  | EXIT (SL)       | 16031.00   | -23.00     | SL Hit (Low 16018 <= SL 16031.00)
190   | 2025-07-18 14:27:00  | ENTER LONG      | 16091.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 50.00)
190   | 2025-07-18 14:36:00  | EXIT (SL)       | 16041.00   | -50.00     | SL Hit (Low 16035 <= SL 16041.00)
191   | 2025-07-21 09:18:00  | ENTER LONG      | 15970.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 110.00)
191   | 2025-07-21 15:00:00  | EXIT (Square Off) | 16278.00   | 308.00     | Auto Square Off at 15:00
192   | 2025-07-22 09:15:00  | ENTER SHORT     | 16245.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 105.00)
192   | 2025-07-22 15:00:00  | EXIT (Square Off) | 16072.00   | 173.00     | Auto Square Off at 15:00
193   | 2025-07-23 09:18:00  | ENTER LONG      | 16452.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 107.00)
193   | 2025-07-23 15:00:00  | EXIT (Square Off) | 16576.00   | 124.00     | Auto Square Off at 15:00
194   | 2025-07-24 10:00:00  | ENTER SHORT     | 16698.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 38.00)
194   | 2025-07-24 10:39:00  | EXIT (SL)       | 16736.00   | -38.00     | SL Hit (High 16746 >= SL 16736.00)
195   | 2025-07-24 11:00:00  | ENTER SHORT     | 16709.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 13.00)
195   | 2025-07-24 11:06:00  | EXIT (SL)       | 16722.00   | -13.00     | SL Hit (High 16733 >= SL 16722.00)
196   | 2025-07-24 11:15:00  | ENTER SHORT     | 16719.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 6.00)
196   | 2025-07-24 11:18:00  | EXIT (SL)       | 16725.00   | -6.00      | SL Hit (High 16725 >= SL 16725.00)
197   | 2025-07-24 11:21:00  | ENTER SHORT     | 16694.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 31.00)
197   | 2025-07-24 11:48:00  | EXIT (SL)       | 16725.00   | -31.00     | SL Hit (High 16725 >= SL 16725.00)
198   | 2025-07-24 11:51:00  | ENTER SHORT     | 16701.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 23.00)
198   | 2025-07-24 12:12:00  | EXIT (SL)       | 16724.00   | -23.00     | SL Hit (High 16736 >= SL 16724.00)
199   | 2025-07-24 12:54:00  | ENTER SHORT     | 16706.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 19.00)
199   | 2025-07-24 13:48:00  | EXIT (SL)       | 16725.00   | -19.00     | SL Hit (High 16773 >= SL 16725.00)
200   | 2025-07-25 09:15:00  | ENTER SHORT     | 16798.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 58.00)
200   | 2025-07-25 09:18:00  | EXIT (SL)       | 16856.00   | -58.00     | SL Hit (High 16858 >= SL 16856.00)
201   | 2025-07-25 09:21:00  | ENTER SHORT     | 16811.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 18.00)
201   | 2025-07-25 09:30:00  | EXIT (SL)       | 16829.00   | -18.00     | SL Hit (High 16875 >= SL 16829.00)
202   | 2025-07-25 10:00:00  | ENTER SHORT     | 16826.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 9.00)
202   | 2025-07-25 10:15:00  | EXIT (SL)       | 16835.00   | -9.00      | SL Hit (High 16868 >= SL 16835.00)
203   | 2025-07-25 10:51:00  | ENTER SHORT     | 16814.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 40.00)
203   | 2025-07-25 15:00:00  | EXIT (Square Off) | 16699.00   | 115.00     | Auto Square Off at 15:00
204   | 2025-07-28 09:15:00  | ENTER LONG      | 16684.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 83.00)
204   | 2025-07-28 15:00:00  | EXIT (Square Off) | 16757.00   | 73.00      | Auto Square Off at 15:00
205   | 2025-07-29 09:15:00  | ENTER LONG      | 16748.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 47.00)
205   | 2025-07-29 09:24:00  | EXIT (SL)       | 16701.00   | -47.00     | SL Hit (Low 16700 <= SL 16701.00)
206   | 2025-07-29 09:51:00  | ENTER LONG      | 16742.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 42.00)
206   | 2025-07-29 10:12:00  | EXIT (SL)       | 16700.00   | -42.00     | SL Hit (Low 16675 <= SL 16700.00)
207   | 2025-07-29 12:12:00  | ENTER LONG      | 16696.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 13.00)
207   | 2025-07-29 12:33:00  | EXIT (SL)       | 16683.00   | -13.00     | SL Hit (Low 16670 <= SL 16683.00)
208   | 2025-07-29 13:03:00  | ENTER LONG      | 16697.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 30.00)
208   | 2025-07-29 15:00:00  | EXIT (Square Off) | 16759.00   | 62.00      | Auto Square Off at 15:00
209   | 2025-07-30 09:24:00  | ENTER SHORT     | 16790.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 58.00)
209   | 2025-07-30 15:00:00  | EXIT (Square Off) | 16794.00   | -4.00      | Auto Square Off at 15:00
210   | 2025-07-31 09:15:00  | ENTER LONG      | 16386.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 258.00)
210   | 2025-07-31 15:00:00  | EXIT (Square Off) | 16852.00   | 466.00     | Auto Square Off at 15:00
