Fetching data for NSE:DIXON-EQ from Mar 2025 to Dec 2025...
Total Fetched Candles: 25646

Running Backtest with Risk:Reward 1:8...

--- TRADES ---
ID    | Time                 | Action          | Price      | PnL        | Notes
87    | 2025-05-16 13:33:00  | ENTER SHORT     | 16530.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 6.00)
87    | 2025-05-16 13:45:00  | EXIT (SL)       | 16536.00   | -6.00      | SL Hit (High 16543 >= SL 16536.00)
88    | 2025-05-16 14:15:00  | ENTER SHORT     | 16529.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 15.00)
88    | 2025-05-16 14:36:00  | EXIT (SL)       | 16544.00   | -15.00     | SL Hit (High 16549 >= SL 16544.00)
89    | 2025-05-16 14:39:00  | ENTER SHORT     | 16525.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 23.00)
89    | 2025-05-16 15:00:00  | EXIT (Square Off) | 16556.00   | -31.00     | Auto Square Off at 15:00
90    | 2025-05-19 09:15:00  | ENTER SHORT     | 16628.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 72.00)
90    | 2025-05-19 09:21:00  | EXIT (SL)       | 16700.00   | -72.00     | SL Hit (High 16700 >= SL 16700.00)
91    | 2025-05-19 09:24:00  | ENTER SHORT     | 16617.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 78.00)
91    | 2025-05-19 11:54:00  | EXIT (SL)       | 16695.00   | -78.00     | SL Hit (High 16727 >= SL 16695.00)
92    | 2025-05-19 13:15:00  | ENTER SHORT     | 16592.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 36.00)
92    | 2025-05-19 13:24:00  | EXIT (SL)       | 16628.00   | -36.00     | SL Hit (High 16641 >= SL 16628.00)
93    | 2025-05-19 14:00:00  | ENTER SHORT     | 16585.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 34.00)
93    | 2025-05-19 14:15:00  | EXIT (SL)       | 16619.00   | -34.00     | SL Hit (High 16627 >= SL 16619.00)
94    | 2025-05-19 14:45:00  | ENTER SHORT     | 16570.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 39.00)
94    | 2025-05-19 14:54:00  | EXIT (SL)       | 16609.00   | -39.00     | SL Hit (High 16615 >= SL 16609.00)
95    | 2025-05-20 09:15:00  | ENTER LONG      | 16729.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 93.00)
95    | 2025-05-20 09:21:00  | EXIT (SL)       | 16636.00   | -93.00     | SL Hit (Low 16621 <= SL 16636.00)
96    | 2025-05-20 09:30:00  | ENTER LONG      | 16734.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 108.00)
96    | 2025-05-20 14:39:00  | EXIT (SL)       | 16626.00   | -108.00    | SL Hit (Low 16607 <= SL 16626.00)
97    | 2025-05-21 10:03:00  | ENTER LONG      | 15720.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 120.00)
97    | 2025-05-21 11:45:00  | EXIT (SL)       | 15600.00   | -120.00    | SL Hit (Low 15529 <= SL 15600.00)
98    | 2025-05-22 09:24:00  | ENTER LONG      | 15223.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 123.00)
98    | 2025-05-22 14:15:00  | EXIT (SL)       | 15100.00   | -123.00    | SL Hit (Low 15077 <= SL 15100.00)
99    | 2025-05-23 12:45:00  | ENTER LONG      | 14985.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 45.00)
99    | 2025-05-23 15:00:00  | EXIT (Square Off) | 15060.00   | 75.00      | Auto Square Off at 15:00
100   | 2025-05-26 09:24:00  | ENTER SHORT     | 15151.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 39.00)
100   | 2025-05-26 15:00:00  | EXIT (Square Off) | 15115.00   | 36.00      | Auto Square Off at 15:00
101   | 2025-05-27 09:15:00  | ENTER LONG      | 15220.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 210.00)
101   | 2025-05-27 10:15:00  | EXIT (SL)       | 15010.00   | -210.00    | SL Hit (Low 14998 <= SL 15010.00)
102   | 2025-05-27 11:12:00  | ENTER LONG      | 15133.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 26.00)
102   | 2025-05-27 11:21:00  | EXIT (SL)       | 15107.00   | -26.00     | SL Hit (Low 15102 <= SL 15107.00)
103   | 2025-05-27 11:24:00  | ENTER LONG      | 15137.00   | 0.00       | Fresh Cross (R:R 1:8.0, Risk 36.00)
