Fetching data for NSE:DIXON-EQ from Oct 1, 2025 to Nov 30, 2025...
Fetching 2025-10-01 to 2025-10-31...
  Fetched 2521 candles.
Fetching 2025-11-01 to 2025-11-30...
  Fetched 2375 candles.
Total Fetched Candles: 4896

--- TRADES ---
ID    | Time                 | Action          | Price      | PnL        | Notes
35    | 2025-10-09 09:39:00  | ENTER LONG      | 16945.00   | 0.00       | Reversal Entry (Close 16945 > VWAP 16936.77)
35    | 2025-10-09 09:42:00  | EXIT (Reversal) | 16929.00   | -16.00     | Reversed to SHORT
36    | 2025-10-09 09:42:00  | ENTER SHORT     | 16929.00   | 0.00       | Reversal Entry (Close 16929 < VWAP 16937.26)
36    | 2025-10-09 09:51:00  | EXIT (Reversal) | 16960.00   | -31.00     | Reversed to LONG
37    | 2025-10-09 09:51:00  | ENTER LONG      | 16960.00   | 0.00       | Reversal Entry (Close 16960 > VWAP 16937.41)
37    | 2025-10-09 15:00:00  | EXIT (Square Off) | 17109.00   | 149.00     | Auto Square Off at 15:00:00
38    | 2025-10-10 09:15:00  | ENTER LONG      | 17190.00   | 0.00       | Fresh Entry (Close 17190 > VWAP 17156.67)
38    | 2025-10-10 09:21:00  | EXIT (Reversal) | 17160.00   | -30.00     | Reversed to SHORT
39    | 2025-10-10 09:21:00  | ENTER SHORT     | 17160.00   | 0.00       | Reversal Entry (Close 17160 < VWAP 17163.16)
39    | 2025-10-10 09:24:00  | EXIT (SL)       | 17233.00   | -73.00     | SL Hit (Close 17233 >= SL 17180.00)
40    | 2025-10-10 09:24:00  | ENTER LONG      | 17233.00   | 0.00       | SL Reversal Entry
40    | 2025-10-10 09:57:00  | EXIT (SL)       | 17165.00   | -68.00     | SL Hit (Close 17165 <= SL 17196.95)
41    | 2025-10-10 09:57:00  | ENTER SHORT     | 17165.00   | 0.00       | SL Reversal Entry
41    | 2025-10-10 10:39:00  | EXIT (SL)       | 17231.00   | -66.00     | SL Hit (Close 17231 >= SL 17183.07)
42    | 2025-10-10 10:39:00  | ENTER LONG      | 17231.00   | 0.00       | SL Reversal Entry
42    | 2025-10-10 13:57:00  | EXIT (SL)       | 17261.00   | 30.00      | SL Hit (Close 17261 <= SL 17266.88)
43    | 2025-10-10 13:57:00  | ENTER SHORT     | 17261.00   | 0.00       | SL Reversal Entry
43    | 2025-10-10 14:00:00  | EXIT (Reversal) | 17273.00   | -12.00     | Reversed to LONG
44    | 2025-10-10 14:00:00  | ENTER LONG      | 17273.00   | 0.00       | Reversal Entry (Close 17273 > VWAP 17266.91)
44    | 2025-10-10 15:00:00  | EXIT (Square Off) | 17340.00   | 67.00      | Auto Square Off at 15:00:00
45    | 2025-10-13 09:15:00  | ENTER SHORT     | 17037.00   | 0.00       | Fresh Entry (Close 17037 < VWAP 17102.33)
45    | 2025-10-13 09:18:00  | EXIT (Reversal) | 17137.00   | -100.00    | Reversed to LONG
46    | 2025-10-13 09:18:00  | ENTER LONG      | 17137.00   | 0.00       | Reversal Entry (Close 17137 > VWAP 17106.85)
46    | 2025-10-13 11:15:00  | EXIT (SL)       | 17167.00   | 30.00      | SL Hit (Close 17167 <= SL 17168.60)
47    | 2025-10-13 11:15:00  | ENTER SHORT     | 17167.00   | 0.00       | SL Reversal Entry
47    | 2025-10-13 11:24:00  | EXIT (Reversal) | 17181.00   | -14.00     | Reversed to LONG
