Fetching data for NSE:DIXON-EQ from Oct 1, 2025 to Nov 30, 2025...
Fetching 2025-10-01 to 2025-10-31...
  Fetched 2521 candles.
Fetching 2025-11-01 to 2025-11-30...
  Fetched 2375 candles.
Total Fetched Candles: 4896

--- TRADES ---
ID    | Time                 | Action          | Price      | PnL        | Notes
48    | 2025-10-13 11:24:00  | ENTER LONG      | 17181.00   | 0.00       | Reversal Entry (Close 17181 > VWAP 17167.36)
48    | 2025-10-13 11:39:00  | EXIT (Reversal) | 17166.00   | -15.00     | Reversed to SHORT
49    | 2025-10-13 11:39:00  | ENTER SHORT     | 17166.00   | 0.00       | Reversal Entry (Close 17166 < VWAP 17167.91)
49    | 2025-10-13 11:45:00  | EXIT (Reversal) | 17168.00   | -2.00      | Reversed to LONG
50    | 2025-10-13 11:45:00  | ENTER LONG      | 17168.00   | 0.00       | Reversal Entry (Close 17168 > VWAP 17167.84)
50    | 2025-10-13 12:24:00  | EXIT (SL)       | 17154.00   | -14.00     | SL Hit (Close 17154 <= SL 17172.00)
51    | 2025-10-13 12:24:00  | ENTER SHORT     | 17154.00   | 0.00       | SL Reversal Entry
51    | 2025-10-13 13:12:00  | EXIT (SL)       | 17179.00   | -25.00     | SL Hit (Close 17179 >= SL 17171.21)
52    | 2025-10-13 13:12:00  | ENTER LONG      | 17179.00   | 0.00       | SL Reversal Entry
52    | 2025-10-13 15:00:00  | EXIT (Square Off) | 17205.00   | 26.00      | Auto Square Off at 15:00:00
53    | 2025-10-14 09:15:00  | ENTER SHORT     | 17062.00   | 0.00       | Fresh Entry (Close 17062 < VWAP 17126.33)
53    | 2025-10-14 09:18:00  | EXIT (Reversal) | 17141.00   | -79.00     | Reversed to LONG
54    | 2025-10-14 09:18:00  | ENTER LONG      | 17141.00   | 0.00       | Reversal Entry (Close 17141 > VWAP 17120.68)
54    | 2025-10-14 09:21:00  | EXIT (Reversal) | 17086.00   | -55.00     | Reversed to SHORT
55    | 2025-10-14 09:21:00  | ENTER SHORT     | 17086.00   | 0.00       | Reversal Entry (Close 17086 < VWAP 17116.78)
55    | 2025-10-14 15:00:00  | EXIT (Square Off) | 16657.00   | 429.00     | Auto Square Off at 15:00:00
56    | 2025-10-15 09:15:00  | ENTER LONG      | 16715.00   | 0.00       | Fresh Entry (Close 16715 > VWAP 16699.67)
56    | 2025-10-15 09:36:00  | EXIT (SL)       | 16705.00   | -10.00     | SL Hit (Close 16705 <= SL 16748.69)
57    | 2025-10-15 09:36:00  | ENTER SHORT     | 16705.00   | 0.00       | SL Reversal Entry
57    | 2025-10-15 09:54:00  | EXIT (SL)       | 16747.00   | -42.00     | SL Hit (Close 16747 >= SL 16734.96)
58    | 2025-10-15 09:54:00  | ENTER LONG      | 16747.00   | 0.00       | SL Reversal Entry
58    | 2025-10-15 10:42:00  | EXIT (SL)       | 16727.00   | -20.00     | SL Hit (Close 16727 <= SL 16763.25)
59    | 2025-10-15 10:42:00  | ENTER SHORT     | 16727.00   | 0.00       | SL Reversal Entry
59    | 2025-10-15 12:45:00  | EXIT (SL)       | 16745.00   | -18.00     | SL Hit (Close 16745 >= SL 16738.78)
60    | 2025-10-15 12:45:00  | ENTER LONG      | 16745.00   | 0.00       | SL Reversal Entry
60    | 2025-10-15 12:51:00  | EXIT (SL)       | 16725.00   | -20.00     | SL Hit (Close 16725 <= SL 16725.00)
61    | 2025-10-15 12:51:00  | ENTER SHORT     | 16725.00   | 0.00       | SL Reversal Entry
61    | 2025-10-15 13:00:00  | EXIT (SL)       | 16747.00   | -22.00     | SL Hit (Close 16747 >= SL 16747.00)
62    | 2025-10-15 13:00:00  | ENTER LONG      | 16747.00   | 0.00       | SL Reversal Entry
62    | 2025-10-15 13:09:00  | EXIT (Reversal) | 16724.00   | -23.00     | Reversed to SHORT
63    | 2025-10-15 13:09:00  | ENTER SHORT     | 16724.00   | 0.00       | Reversal Entry (Close 16724 < VWAP 16738.78)
63    | 2025-10-15 13:15:00  | EXIT (Reversal) | 16744.00   | -20.00     | Reversed to LONG
64    | 2025-10-15 13:15:00  | ENTER LONG      | 16744.00   | 0.00       | Reversal Entry (Close 16744 > VWAP 16738.63)
64    | 2025-10-15 13:21:00  | EXIT (Reversal) | 16719.00   | -25.00     | Reversed to SHORT
65    | 2025-10-15 13:21:00  | ENTER SHORT     | 16719.00   | 0.00       | Reversal Entry (Close 16719 < VWAP 16738.60)
65    | 2025-10-15 13:30:00  | EXIT (Reversal) | 16739.00   | -20.00     | Reversed to LONG
66    | 2025-10-15 13:30:00  | ENTER LONG      | 16739.00   | 0.00       | Reversal Entry (Close 16739 > VWAP 16738.49)
66    | 2025-10-15 13:33:00  | EXIT (Reversal) | 16737.00   | -2.00      | Reversed to SHORT
67    | 2025-10-15 13:33:00  | ENTER SHORT     | 16737.00   | 0.00       | Reversal Entry (Close 16737 < VWAP 16738.48)
67    | 2025-10-15 14:30:00  | EXIT (SL)       | 16740.00   | -3.00      | SL Hit (Close 16740 >= SL 16736.40)
68    | 2025-10-15 14:30:00  | ENTER LONG      | 16740.00   | 0.00       | SL Reversal Entry
68    | 2025-10-15 15:00:00  | EXIT (Square Off) | 16774.00   | 34.00      | Auto Square Off at 15:00:00
69    | 2025-10-16 09:15:00  | ENTER LONG      | 16889.00   | 0.00       | Fresh Entry (Close 16889 > VWAP 16829.00)
69    | 2025-10-16 09:21:00  | EXIT (Reversal) | 16840.00   | -49.00     | Reversed to SHORT
70    | 2025-10-16 09:21:00  | ENTER SHORT     | 16840.00   | 0.00       | Reversal Entry (Close 16840 < VWAP 16846.24)
70    | 2025-10-16 09:57:00  | EXIT (SL)       | 16841.00   | -1.00      | SL Hit (Close 16841 >= SL 16836.65)
71    | 2025-10-16 09:57:00  | ENTER LONG      | 16841.00   | 0.00       | SL Reversal Entry
71    | 2025-10-16 10:00:00  | EXIT (Reversal) | 16835.00   | -6.00      | Reversed to SHORT
72    | 2025-10-16 10:00:00  | ENTER SHORT     | 16835.00   | 0.00       | Reversal Entry (Close 16835 < VWAP 16836.45)
72    | 2025-10-16 10:06:00  | EXIT (SL)       | 16843.00   | -8.00      | SL Hit (Close 16843 >= SL 16840.00)
73    | 2025-10-16 10:06:00  | ENTER LONG      | 16843.00   | 0.00       | SL Reversal Entry
73    | 2025-10-16 10:09:00  | EXIT (SL)       | 16819.00   | -24.00     | SL Hit (Close 16819 <= SL 16827.00)
74    | 2025-10-16 10:09:00  | ENTER SHORT     | 16819.00   | 0.00       | SL Reversal Entry
74    | 2025-10-16 12:42:00  | EXIT (SL)       | 16780.00   | 39.00      | SL Hit (Close 16780 >= SL 16758.87)
75    | 2025-10-16 12:42:00  | ENTER LONG      | 16780.00   | 0.00       | SL Reversal Entry
75    | 2025-10-16 15:00:00  | EXIT (Square Off) | 16873.00   | 93.00      | Auto Square Off at 15:00:00
76    | 2025-10-17 09:15:00  | ENTER SHORT     | 16790.00   | 0.00       | Fresh Entry (Close 16790 < VWAP 16815.33)
76    | 2025-10-17 09:24:00  | EXIT (Reversal) | 16799.00   | -9.00      | Reversed to LONG
77    | 2025-10-17 09:24:00  | ENTER LONG      | 16799.00   | 0.00       | Reversal Entry (Close 16799 > VWAP 16781.30)
77    | 2025-10-17 09:48:00  | EXIT (SL)       | 16794.00   | -5.00      | SL Hit (Close 16794 <= SL 16817.99)
78    | 2025-10-17 09:48:00  | ENTER SHORT     | 16794.00   | 0.00       | SL Reversal Entry
78    | 2025-10-17 09:51:00  | EXIT (Reversal) | 16843.00   | -49.00     | Reversed to LONG
79    | 2025-10-17 09:51:00  | ENTER LONG      | 16843.00   | 0.00       | Reversal Entry (Close 16843 > VWAP 16817.97)
79    | 2025-10-17 10:15:00  | EXIT (SL)       | 16815.00   | -28.00     | SL Hit (Close 16815 <= SL 16828.52)
80    | 2025-10-17 10:15:00  | ENTER SHORT     | 16815.00   | 0.00       | SL Reversal Entry
80    | 2025-10-17 10:18:00  | EXIT (Reversal) | 16835.00   | -20.00     | Reversed to LONG
81    | 2025-10-17 10:18:00  | ENTER LONG      | 16835.00   | 0.00       | Reversal Entry (Close 16835 > VWAP 16828.18)
81    | 2025-10-17 11:15:00  | EXIT (SL)       | 16829.00   | -6.00      | SL Hit (Close 16829 <= SL 16835.29)
82    | 2025-10-17 11:15:00  | ENTER SHORT     | 16829.00   | 0.00       | SL Reversal Entry
82    | 2025-10-17 11:18:00  | EXIT (Reversal) | 16848.00   | -19.00     | Reversed to LONG
83    | 2025-10-17 11:18:00  | ENTER LONG      | 16848.00   | 0.00       | Reversal Entry (Close 16848 > VWAP 16835.89)
83    | 2025-10-17 11:30:00  | EXIT (SL)       | 16821.00   | -27.00     | SL Hit (Close 16821 <= SL 16823.00)
84    | 2025-10-17 11:30:00  | ENTER SHORT     | 16821.00   | 0.00       | SL Reversal Entry
84    | 2025-10-17 12:12:00  | EXIT (SL)       | 16835.00   | -14.00     | SL Hit (Close 16835 >= SL 16826.78)
85    | 2025-10-17 12:12:00  | ENTER LONG      | 16835.00   | 0.00       | SL Reversal Entry
85    | 2025-10-17 12:48:00  | EXIT (SL)       | 16805.00   | -30.00     | SL Hit (Close 16805 <= SL 16830.15)
86    | 2025-10-17 12:48:00  | ENTER SHORT     | 16805.00   | 0.00       | SL Reversal Entry
86    | 2025-10-17 15:00:00  | EXIT (Square Off) | 16729.00   | 76.00      | Auto Square Off at 15:00:00
87    | 2025-10-20 09:15:00  | ENTER LONG      | 16719.00   | 0.00       | Fresh Entry (Close 16719 > VWAP 16636.00)
87    | 2025-10-20 09:21:00  | EXIT (Reversal) | 16631.00   | -88.00     | Reversed to SHORT
88    | 2025-10-20 09:21:00  | ENTER SHORT     | 16631.00   | 0.00       | Reversal Entry (Close 16631 < VWAP 16736.71)
88    | 2025-10-20 15:00:00  | EXIT (Square Off) | 16035.00   | 596.00     | Auto Square Off at 15:00:00
89    | 2025-10-21 13:45:00  | ENTER SHORT     | 16203.00   | 0.00       | Fresh Entry (Close 16203 < VWAP 16207.33)
89    | 2025-10-23 09:30:00  | EXIT (SL)       | 15841.00   | 362.00     | SL Hit (Close 15841 >= SL 15840.99)
90    | 2025-10-23 09:30:00  | ENTER LONG      | 15841.00   | 0.00       | SL Reversal Entry
90    | 2025-10-23 09:36:00  | EXIT (Reversal) | 15837.00   | -4.00      | Reversed to SHORT
91    | 2025-10-23 09:36:00  | ENTER SHORT     | 15837.00   | 0.00       | Reversal Entry (Close 15837 < VWAP 15841.10)
91    | 2025-10-23 09:39:00  | EXIT (Reversal) | 15861.00   | -24.00     | Reversed to LONG
92    | 2025-10-23 09:39:00  | ENTER LONG      | 15861.00   | 0.00       | Reversal Entry (Close 15861 > VWAP 15841.30)
92    | 2025-10-23 09:42:00  | EXIT (Reversal) | 15830.00   | -31.00     | Reversed to SHORT
93    | 2025-10-23 09:42:00  | ENTER SHORT     | 15830.00   | 0.00       | Reversal Entry (Close 15830 < VWAP 15841.19)
93    | 2025-10-23 09:57:00  | EXIT (SL)       | 15887.00   | -57.00     | SL Hit (Close 15887 >= SL 15868.00)
94    | 2025-10-23 09:57:00  | ENTER LONG      | 15887.00   | 0.00       | SL Reversal Entry
94    | 2025-10-23 10:00:00  | EXIT (Reversal) | 15825.00   | -62.00     | Reversed to SHORT
95    | 2025-10-23 10:00:00  | ENTER SHORT     | 15825.00   | 0.00       | Reversal Entry (Close 15825 < VWAP 15841.52)
95    | 2025-10-23 10:30:00  | EXIT (SL)       | 15839.00   | -14.00     | SL Hit (Close 15839 >= SL 15838.78)
96    | 2025-10-23 10:30:00  | ENTER LONG      | 15839.00   | 0.00       | SL Reversal Entry
96    | 2025-10-23 10:33:00  | EXIT (SL)       | 15811.00   | -28.00     | SL Hit (Close 15811 <= SL 15829.00)
97    | 2025-10-23 10:33:00  | ENTER SHORT     | 15811.00   | 0.00       | SL Reversal Entry
97    | 2025-10-23 12:33:00  | EXIT (SL)       | 15758.00   | 53.00      | SL Hit (Close 15758 >= SL 15752.79)
98    | 2025-10-23 12:33:00  | ENTER LONG      | 15758.00   | 0.00       | SL Reversal Entry
98    | 2025-10-23 12:45:00  | EXIT (Reversal) | 15751.00   | -7.00      | Reversed to SHORT
99    | 2025-10-23 12:45:00  | ENTER SHORT     | 15751.00   | 0.00       | Reversal Entry (Close 15751 < VWAP 15752.78)
99    | 2025-10-23 15:00:00  | EXIT (Square Off) | 15620.00   | 131.00     | Auto Square Off at 15:00:00
100   | 2025-10-24 09:15:00  | ENTER LONG      | 15648.00   | 0.00       | Fresh Entry (Close 15648 > VWAP 15644.33)
100   | 2025-10-24 09:18:00  | EXIT (SL)       | 15525.00   | -123.00    | SL Hit (Close 15525 <= SL 15584.00)
101   | 2025-10-24 09:18:00  | ENTER SHORT     | 15525.00   | 0.00       | SL Reversal Entry
101   | 2025-10-24 09:24:00  | EXIT (Reversal) | 15609.00   | -84.00     | Reversed to LONG
102   | 2025-10-24 09:24:00  | ENTER LONG      | 15609.00   | 0.00       | Reversal Entry (Close 15609 > VWAP 15593.07)
102   | 2025-10-24 10:15:00  | EXIT (SL)       | 15604.00   | -5.00      | SL Hit (Close 15604 <= SL 15631.99)
103   | 2025-10-24 10:15:00  | ENTER SHORT     | 15604.00   | 0.00       | SL Reversal Entry
103   | 2025-10-24 15:00:00  | EXIT (Square Off) | 15457.00   | 147.00     | Auto Square Off at 15:00:00
104   | 2025-10-27 09:15:00  | ENTER LONG      | 15478.00   | 0.00       | Fresh Entry (Close 15478 > VWAP 15441.33)
104   | 2025-10-27 09:24:00  | EXIT (Reversal) | 15447.00   | -31.00     | Reversed to SHORT
105   | 2025-10-27 09:24:00  | ENTER SHORT     | 15447.00   | 0.00       | Reversal Entry (Close 15447 < VWAP 15447.67)
105   | 2025-10-27 09:27:00  | EXIT (SL)       | 15456.00   | -9.00      | SL Hit (Close 15456 >= SL 15456.00)
106   | 2025-10-27 09:27:00  | ENTER LONG      | 15456.00   | 0.00       | SL Reversal Entry
106   | 2025-10-27 09:33:00  | EXIT (SL)       | 15428.00   | -28.00     | SL Hit (Close 15428 <= SL 15447.00)
107   | 2025-10-27 09:33:00  | ENTER SHORT     | 15428.00   | 0.00       | SL Reversal Entry
107   | 2025-10-27 09:36:00  | EXIT (Reversal) | 15450.00   | -22.00     | Reversed to LONG
108   | 2025-10-27 09:36:00  | ENTER LONG      | 15450.00   | 0.00       | Reversal Entry (Close 15450 > VWAP 15447.16)
108   | 2025-10-27 10:33:00  | EXIT (SL)       | 15476.00   | 26.00      | SL Hit (Close 15476 <= SL 15481.05)
109   | 2025-10-27 10:33:00  | ENTER SHORT     | 15476.00   | 0.00       | SL Reversal Entry
109   | 2025-10-27 10:36:00  | EXIT (Reversal) | 15484.00   | -8.00      | Reversed to LONG
110   | 2025-10-27 10:36:00  | ENTER LONG      | 15484.00   | 0.00       | Reversal Entry (Close 15484 > VWAP 15481.37)
110   | 2025-10-27 10:48:00  | EXIT (SL)       | 15475.00   | -9.00      | SL Hit (Close 15475 <= SL 15476.00)
111   | 2025-10-27 10:48:00  | ENTER SHORT     | 15475.00   | 0.00       | SL Reversal Entry
111   | 2025-10-27 10:57:00  | EXIT (Reversal) | 15492.00   | -17.00     | Reversed to LONG
112   | 2025-10-27 10:57:00  | ENTER LONG      | 15492.00   | 0.00       | Reversal Entry (Close 15492 > VWAP 15481.79)
112   | 2025-10-27 11:00:00  | EXIT (SL)       | 15476.00   | -16.00     | SL Hit (Close 15476 <= SL 15476.00)
113   | 2025-10-27 11:00:00  | ENTER SHORT     | 15476.00   | 0.00       | SL Reversal Entry
113   | 2025-10-27 11:06:00  | EXIT (Reversal) | 15488.00   | -12.00     | Reversed to LONG
114   | 2025-10-27 11:06:00  | ENTER LONG      | 15488.00   | 0.00       | Reversal Entry (Close 15488 > VWAP 15481.73)
114   | 2025-10-27 11:15:00  | EXIT (Reversal) | 15462.00   | -26.00     | Reversed to SHORT
115   | 2025-10-27 11:15:00  | ENTER SHORT     | 15462.00   | 0.00       | Reversal Entry (Close 15462 < VWAP 15481.86)
115   | 2025-10-27 11:27:00  | EXIT (SL)       | 15509.00   | -47.00     | SL Hit (Close 15509 >= SL 15483.00)
116   | 2025-10-27 11:27:00  | ENTER LONG      | 15509.00   | 0.00       | SL Reversal Entry
116   | 2025-10-27 13:21:00  | EXIT (SL)       | 15492.00   | -17.00     | SL Hit (Close 15492 <= SL 15506.66)
117   | 2025-10-27 13:21:00  | ENTER SHORT     | 15492.00   | 0.00       | SL Reversal Entry
117   | 2025-10-27 13:27:00  | EXIT (Reversal) | 15515.00   | -23.00     | Reversed to LONG
118   | 2025-10-27 13:27:00  | ENTER LONG      | 15515.00   | 0.00       | Reversal Entry (Close 15515 > VWAP 15506.58)
118   | 2025-10-27 13:33:00  | EXIT (SL)       | 15501.00   | -14.00     | SL Hit (Close 15501 <= SL 15502.00)
119   | 2025-10-27 13:33:00  | ENTER SHORT     | 15501.00   | 0.00       | SL Reversal Entry
119   | 2025-10-27 13:48:00  | EXIT (SL)       | 15523.00   | -22.00     | SL Hit (Close 15523 >= SL 15515.00)
120   | 2025-10-27 13:48:00  | ENTER LONG      | 15523.00   | 0.00       | SL Reversal Entry
120   | 2025-10-27 14:51:00  | EXIT (SL)       | 15504.00   | -19.00     | SL Hit (Close 15504 <= SL 15508.32)
121   | 2025-10-27 14:51:00  | ENTER SHORT     | 15504.00   | 0.00       | SL Reversal Entry
121   | 2025-10-27 15:00:00  | EXIT (Square Off) | 15508.00   | -4.00      | Auto Square Off at 15:00:00
122   | 2025-10-28 09:15:00  | ENTER SHORT     | 15439.00   | 0.00       | Fresh Entry (Close 15439 < VWAP 15463.67)
122   | 2025-10-28 09:48:00  | EXIT (SL)       | 15440.00   | -1.00      | SL Hit (Close 15440 >= SL 15432.65)
123   | 2025-10-28 09:48:00  | ENTER LONG      | 15440.00   | 0.00       | SL Reversal Entry
123   | 2025-10-28 09:51:00  | EXIT (SL)       | 15411.00   | -29.00     | SL Hit (Close 15411 <= SL 15428.00)
124   | 2025-10-28 09:51:00  | ENTER SHORT     | 15411.00   | 0.00       | SL Reversal Entry
124   | 2025-10-28 09:57:00  | EXIT (SL)       | 15460.00   | -49.00     | SL Hit (Close 15460 >= SL 15441.00)
125   | 2025-10-28 09:57:00  | ENTER LONG      | 15460.00   | 0.00       | SL Reversal Entry
125   | 2025-10-28 10:03:00  | EXIT (Reversal) | 15421.00   | -39.00     | Reversed to SHORT
126   | 2025-10-28 10:03:00  | ENTER SHORT     | 15421.00   | 0.00       | Reversal Entry (Close 15421 < VWAP 15433.94)
126   | 2025-10-28 10:06:00  | EXIT (Reversal) | 15440.00   | -19.00     | Reversed to LONG
127   | 2025-10-28 10:06:00  | ENTER LONG      | 15440.00   | 0.00       | Reversal Entry (Close 15440 > VWAP 15433.90)
127   | 2025-10-28 10:30:00  | EXIT (SL)       | 15435.00   | -5.00      | SL Hit (Close 15435 <= SL 15435.51)
128   | 2025-10-28 10:30:00  | ENTER SHORT     | 15435.00   | 0.00       | SL Reversal Entry
128   | 2025-10-28 10:54:00  | EXIT (SL)       | 15472.00   | -37.00     | SL Hit (Close 15472 >= SL 15434.40)
129   | 2025-10-28 10:54:00  | ENTER LONG      | 15472.00   | 0.00       | SL Reversal Entry
129   | 2025-10-28 11:12:00  | EXIT (SL)       | 15438.00   | -34.00     | SL Hit (Close 15438 <= SL 15444.45)
130   | 2025-10-28 11:12:00  | ENTER SHORT     | 15438.00   | 0.00       | SL Reversal Entry
130   | 2025-10-28 15:00:00  | EXIT (Square Off) | 15360.00   | 78.00      | Auto Square Off at 15:00:00
131   | 2025-10-29 09:15:00  | ENTER LONG      | 15420.00   | 0.00       | Fresh Entry (Close 15420 > VWAP 15403.00)
131   | 2025-10-29 09:18:00  | EXIT (Reversal) | 15364.00   | -56.00     | Reversed to SHORT
132   | 2025-10-29 09:18:00  | ENTER SHORT     | 15364.00   | 0.00       | Reversal Entry (Close 15364 < VWAP 15391.90)
132   | 2025-10-29 09:24:00  | EXIT (Reversal) | 15400.00   | -36.00     | Reversed to LONG
133   | 2025-10-29 09:24:00  | ENTER LONG      | 15400.00   | 0.00       | Reversal Entry (Close 15400 > VWAP 15379.86)
133   | 2025-10-29 09:33:00  | EXIT (Reversal) | 15382.00   | -18.00     | Reversed to SHORT
134   | 2025-10-29 09:33:00  | ENTER SHORT     | 15382.00   | 0.00       | Reversal Entry (Close 15382 < VWAP 15391.06)
134   | 2025-10-29 09:42:00  | EXIT (Reversal) | 15409.00   | -27.00     | Reversed to LONG
135   | 2025-10-29 09:42:00  | ENTER LONG      | 15409.00   | 0.00       | Reversal Entry (Close 15409 > VWAP 15389.89)
135   | 2025-10-29 09:48:00  | EXIT (Reversal) | 15372.00   | -37.00     | Reversed to SHORT
136   | 2025-10-29 09:48:00  | ENTER SHORT     | 15372.00   | 0.00       | Reversal Entry (Close 15372 < VWAP 15389.93)
136   | 2025-10-29 09:51:00  | EXIT (SL)       | 15397.00   | -25.00     | SL Hit (Close 15397 >= SL 15393.00)
