Entry Time,Symbol,Side,Qty,Entry Price,Exit Time,Exit Price,PnL,Cumulative PnL
2026-02-03 11:39:05,NSE:NIFTY2620325350CE,SHORT,-65,488.45,2026-02-03 15:00:00,436.55,3373.5,3373.5
